Gene	Product
ydcS	putative ABC transporter periplasmic binding
ydcT	putative ABC transporter ATP-binding protein
ydcU	putative ABC transporter membrane subunit YdcU
ydcV	putative ABC transporter membrane subunit YdcV
ydcY	DUF2526 domain-containing protein YdcY
ydcZ	putative transport protein YdcZ
yddA	ABC transporter family protein YddA
yddB	putative TonB-dependent receptor YddB
yddE	PF02567 family protein YddE
yddG	amino acid exporter YddG
yddH	flavin reductase-like protein YddH
yddK	leucine-rich repeat domain-containing protein
yddL	putative uncharacterized protein YddL
yddM	DNA-binding transcriptional regulator YddM
yddY	protein YddY
ydeA	putative exporter YdeA
ydeE	dipeptide exporter
ydeI	BOF family protein YdeI
ydeJ	PF02464 family protein YdeJ
ydeM	putative anaerobic sulfatase maturation enzyme
ydeN	putative sulfatase YdeN
ydeO	DNA-binding transcriptional dual regulator YdeO
ydeP	putative oxidoreductase YdeP
ydeQ	putative fimbrial adhesin protein YdeQ
ydeR	putative fimbrial protein YdeR
ydeS	putative fimbrial protein YdeS
ydeT	fimbrial usher domain-containing protein YdeT
ydfA	DUF1391 domain-containing protein YdfA
ydfB	uncharacterized protein YdfB
ydfC	uncharacterized protein YdfC
ydfD	lysis protein
ydfG	3-hydroxy acid dehydrogenase YdfG
ydfI	putative oxidoreductase YdfI
ydfJ	putative transporter YdfJ
ydfK	cold shock protein YdfK
ydfO	DUF1398 domain-containing protein YdfO
ydfR	protein YdfR
ydfT	putative antitermination protein Q
ydfU	protein YdfU
ydfV	protein YdfV
ydfW	protein YdfW
ydfX	protein YdfX
ydfZ	putative selenoprotein YdfZ
ydgA	DUF945 domain-containing protein YdgA
ydgC	GlpM family protein
ydgD	putative serine protease YdgD
ydgH	DUF1471 domain-containing protein YdgH
ydgI	putative arginine:ornithine antiporter
ydgJ	putative oxidoreductase YdgJ
ydgK	DUF2569 domain-containing inner membrane protein
ydgU	uncharacterized protein YdgU
ydhF	putative oxidoreductase YdhF
ydhI	DUF1656 domain-containing protein YdhI
ydhJ	putative membrane fusion protein YdhJ
ydhK	putative transporter YdhK
ydhL	DUF1289 domain-containing protein YdhL
ydhP	putative transporter YdhP
ydhQ	putative adhesin-related protein YdhQ
ydhR	putative monooxygenase YdhR
ydhS	FAD/NAD(P) binding domain-containing protein
ydhT	uncharacterized protein YdhT
ydhU	putative cytochrome YdhU
ydhV	putative oxidoreductase YdhV
ydhW	uncharacterized protein YdhW
ydhX	putative 4Fe-4S ferredoxin-like protein YdhX
ydhY	putative 4Fe-4S ferredoxin-like protein YdhY
ydiB	quinate/shikimate dehydrogenase
ydiE	PF10636 family protein YdiE
ydiF	putative acetate-CoA transferase YdiF
ydiH	uncharacterized protein YdiH
ydiJ	D-2-hydroxyglutarate dehydrogenase
ydiK	putative transporter YdiK
ydiL	DUF1870 domain-containing protein YdiL
ydiM	putative exporter YdiM
ydiN	putative transporter YdiN
ydiO	putative acyl-CoA dehydrogenase YdiO
ydiP	DNA-binding transcriptional regulator YdiP
ydiQ	putative electron transfer flavoprotein subunit
ydiR	putative electron transfer flavoprotein subunit
ydiS	putative electron transfer flavoprotein-quinone
ydiT	ferredoxin-like protein YdiT
ydiY	acid-inducible putative outer membrane protein
ydiZ	putative endoribonuclease YdiZ
ydjA	putative oxidoreductase YdjA
ydjE	putative transporter YdjE
ydjF	putative DNA-binding transcriptional regulator
ydjG	NADH-dependent methylglyoxal reductase
ydjH	L-glycero-L-galacto-octuluronate kinase
ydjI	L-glycero-L-galacto-octuluronate-1-phosphate
ydjJ	putative zinc-binding dehydrogenase YdjJ
ydjK	putative transporter YdjK
ydjL	putative zinc-binding dehydrogenase YdjL
ydjM	inner membrane protein YdjM
ydjO	protein YdjO
ydjX	DedA family protein YdjX
ydjY	4Fe-4S ferredoxin-type domain-containing protein
ydjZ	DedA family protein YdjZ
yeaC	DUF1315 domain-containing protein YeaC
yeaD	putative aldose 1-epimerase YeaD
yeaE	methylglyoxal reductase YeaE
yeaG	protein kinase YeaG
yeaH	DUF444 domain-containing protein YeaH
yeaK	mischarged aminoacyl-tRNA deacylase
yeaL	DUF441 domain-containing inner membrane protein
yeaO	DUF488 domain-containing protein YeaO
yeaQ	PF04226 family protein YeaQ
yeaR	DUF1971 domain-containing protein YeaR
yeaV	putative transporter YeaV
yeaW	carnitine monooxygenase subunit YeaW
yeaX	carnitine monooxygenase subunit YeaX
yeaY	Slp family lipoprotein YeaY
yebB	putative papain-like amidase YebB
yebC	putative transcriptional regulator YebC
yebE	DUF533 domain-containing inner membrane protein
yebF	secreted protein YebF
yebG	DNA damage-inducible protein YebG
yebK	DNA-binding transcriptional repressor YebK
yebO	uncharacterized protein YebO
yebQ	putative transporter YebQ
yebV	DUF1480 domain-containing protein YebV
yebW	DUF1482 domain-containing protein YebW
yebY	DUF2511 domain-containing protein YebY
yebZ	CopD family protein
yecA	putative Fe-binding protein YecA
yecD	isochorismatase family protein YecD
yecE	DUF72 domain-containing protein YecE
yecF	DUF2594 domain-containing protein YecF
yecH	DUF2492 domain-containing protein YecH
yecJ	DUF2766 domain-containing protein YecJ
yecM	putative metal-binding enzyme YecM
yecN	MAPEG family inner membrane protein YecN
yecR	lipoprotein YecR
yecT	protein YecT
yecU	protein YecU
yecV	protein YecV
yedA	putative transporter YedA
yedD	lipoprotein YedD
yedE	putative selenium transporter YedE
yedF	putative sulfurtransferase YedF
yedI	DUF808 domain-containing inner membrane protein
yedJ	putative HD superfamily phosphohydrolase YedJ
yedK	genome maintenance protein
yedL	putative acetyltransferase YedL
yedP	putative mannosyl-3-phosphoglycerate
yeeA	putative transporter YeeA
yeeJ	inverse autotransporter adhesin
yeeN	putative transcriptional regulator YeeN
yeeO	FMN/FAD exporter
yeeR	inner membrane protein YeeR
yeeS	RadC-like JAB domain-containing protein YeeS
yeeT	DUF987 domain-containing protein YeeT
yeeW	putative uncharacterized protein YeeW
yeeY	putative DNA-binding transcriptional regulator
yeeZ	putative epimerase YeeZ
yefM	YefM antitoxin of the YoeB-YefM toxin-antitoxin
yegD	HSP70 family protein YegD
yegH	inner membrane protein YegH
yegI	putative serine/threonine-protein kinase YegI
yegJ	DUF2314 domain-containing protein YegJ
yegL	IPR002035 domain-containing protein YegL
yegP	DUF1508 domain-containing protein YegP
yegR	uncharacterized protein YegR
yegS	lipid kinase YegS
yegT	putative transporter YegT
yegU	putative ADP-ribosylglycohydrolase YegU
yegV	putative sugar kinase YegV
yegW	DNA-binding transcriptional regulator GgaR
yegX	putative glycosyl hydrolase YegX
yehA	putative fimbrial adhesin YehA
yehB	putative fimbrial usher protein YehB
yehC	putative fimbrial chaperone YehC
yehD	putative fimbrial protein YehD
yehE	DUF2574 domain-containing protein YehE
yehF	PF05406 family protein YehF
yehI	DUF4132 domain-containing protein YehI
yehK	uncharacterized protein YehK
yehL	putative AAA(+) MoxR family ATPase YehL
yehM	uncharacterized protein YehM
yehP	VWA domain-containing protein YehP
yehQ	SWIM zinc finger domains-containing protein
yehR	DUF1307 domain-containing lipoprotein YehR
yehS	DUF1456 domain-containing protein YehS
yehW	glycine betaine ABC transporter membrane subunit
yehX	glycine betaine ABC transporter ATP binding
yehY	glycine betaine ABC transporter membrane subunit
yeiB	DUF418 domain-containing protein YeiB
yeiE	DNA-binding transcriptional dual regulator YeiE
yeiG	S-formylglutathione
yeiH	PF03601 family inner membrane protein YeiH
yeiI	putative sugar kinase YeiI
yeiL	DNA-binding transcriptional activator YeiL
yeiP	elongation factor P-like protein YeiP
yeiQ	putative oxidoreductase YeiQ
yeiR	zinc-binding GTPase YeiR
yeiS	DUF2542 domain-containing protein YeiS
yeiW	putative metal-chelating domain-containing
yejA	oligopeptide ABC transporter periplasmic binding
yejB	putative oligopeptide ABC transporter membrane
yejE	putative oligopeptide ABC transporter membrane
yejF	oligopeptide ABC transporter ATP binding subunit
yejG	protein YejG
yejK	nucleoid-associated protein YejK
yejL	DUF1414 domain-containing protein YejL
yejO	adhesin-like autotransporter YejO
yfaA	DUF2138 domain-containing protein YfaA
yfaE	ferredoxin-like diferric-tyrosyl radical
yfaL	putative autotransporter adhesin YfaL
yfaP	DUF2135 domain-containing protein YfaP
yfaQ	tandem DUF2300 domain-containing protein YfaQ
yfaT	DUF1175 domain-containing protein YfaT
yfaU	2-keto-3-deoxy-L-rhamnonate aldolase
yfaV	putative transporter YfaV
yfaX	putative DNA-binding transcriptional regulator
yfaY	IPR008135 CinA family protein YfaY
yfaZ	putative porin YfaZ
yfbK	IPR002035/DUF3520 domain-containing protein
yfbL	putative peptidase YfbL
yfbM	DUF1877 domain-containing protein YfbM
yfbN	uncharacterized protein YfbN
yfbO	uncharacterized protein YfbO
yfbP	uncharacterized protein YfbP
yfbR	dCMP phosphohydrolase
yfbS	putative transporter YfbS
yfbU	PF03887 family protein YfbU
yfbV	PF04217 family membrane protein YfbV
yfcA	putative transporter YfcA
yfcC	putative transporter YfcC
yfcD	putative Nudix hydrolase YfcD
yfcE	phosphodiesterase YfcE
yfcF	glutathione S-transferase YfcF
yfcG	disulfide bond oxidoreductase YfcG
yfcH	epimerase family protein YfcH
yfcJ	putative transporter YfcJ
yfcL	PF08891 family protein YfcL
yfcO	DUF2544 domain-containing protein YfcO
yfcP	putative fimbrial protein YfcP
yfcQ	putative fimbrial protein YfcQ
yfcR	putative fimbrial protein YfcR
yfcS	putative fimbrial chaperone YfcS
yfcV	putative fimbrial protein YfcV
yfcZ	DUF406 domain-containing protein YfcZ
yfdC	inner membrane protein YfdC
yfdE	acetyl-CoA:oxalate CoA-transferase
yfdF	protein YfdF
yfdG	putative bactoprenol-linked glucose translocase
yfdH	bactoprenol glucosyl transferase
yfdI	serotype-specific glucosyl transferase YfdI
yfdK	putative tail fiber assembly protein YfdK
yfdM	putative methyltransferase YfdM
yfdN	uncharacterized protein YfdN
yfdO	protein YdfO
yfdP	uncharacterized protein YfdP
yfdQ	DUF2303 domain-containing protein YfdQ
yfdR	5'-deoxynucleotidase
yfdS	protein YfdS
yfdT	protein YfdT
yfdV	putative transport protein YfdV
yfdX	protein YfdX
yfdY	DUF2545 domain-containing protein YfdY
yfeC	DNA-binding transcriptional dual regulator YfeC
yfeD	putative DNA-binding transcriptional regulator
yfeH	putative solute:Na(+) symporter
yfeK	DUF5329 domain-containing protein YfeK
yfeN	putative outer membrane porin YfeN
yfeO	putative transport protein YfeO
yfeR	putative DNA-binding transcriptional regulator
yfeS	PF05406 family protein YfeS
yfeW	penicillin binding protein 4B
yfeX	porphyrinogen peroxidase
yfeY	DUF1131 domain-containing lipoprotein YfeY
yfeZ	putative inner membrane protein
yffB	putative reductase YffB
yffL	uncharacterized protein YffL
yffM	uncharacterized protein YffM
yffN	uncharacterized protein YffN
yffO	uncharacterized protein YffO
yffP	uncharacterized protein YffP
yffQ	uncharacterized protein YffQ
yffR	uncharacterized protein YffR
yffS	uncharacterized protein YffS
yfgD	putative oxidoreductase YfgD
yfgG	Ni/Co stress response protein YfgG
yfgH	lipoprotein YfgH
yfgI	nalidixic acid resistance protein YfgI
yfgJ	zinc ribbon domain-containing protein YfgJ
yfgM	ancillary SecYEG translocon subunit
yfgO	putative transporter YfgO
yfhH	putative DNA-binding transcriptional regulator
yfhL	putative 4Fe-4S cluster-containing protein YfhL
yfhM	alpha2-macroglobulin
yfhR	putative peptidase
yfiB	lipoprotein YfiB
yfiC	tRNA m(6)A37 methyltransferase
yfiE	putative LysR-type DNA-binding transcriptional
yfiF	putative methyltransferase YfiF
yfiH	purine nucleoside phosphorylase YfiH
yfiL	DUF2799 domain-containing lipoprotein YfiL
yfiM	DUF2279 domain-containing protein YfiM
yfiR	DUF4154 domain-containing protein YfiR
yfiS	protein YfiS
yfjD	UPF0053 family inner membrane protein YfjD
yfjF	putative component of the Rsx system
yfjH	uncharacterized protein YfjH
yfjI	DUF3987 domain-containing protein YfjI
yfjJ	protein YfjJ
yfjM	protein YfjM
yfjP	putative GTP-binding protein YfjP
yfjQ	DUF932 domain-containing protein YfjQ
yfjR	putative DNA-binding transcriptional regulator
yfjS	inner membrane lipoprotein YfjS
yfjT	uncharacterized protein YfjT
yfjU	putative arsenate reductase-like protein YfjU
yfjW	uncharacterized protein YfjW
yfjZ	putative antitoxin of the YpjF-YfjZ
ygaC	DUF2002 domain-containing protein YgaC
ygaH	L-valine exporter, YgaH component
ygaM	tail-anchored inner membrane protein YgaM
ygaP	thiosulfate sulfurtransferase YgaP
ygaV	putative DNA-binding transcriptional regulator
ygaZ	L-valine exporter, YgaZ component
ygbA	protein YgbA
ygbE	DUF3561 domain-containing inner membrane protein
ygbI	DNA-binding transcriptional repressor YgbI
ygbJ	putative L-threonate dehydrogenase
ygbK	putative 3-oxo-tetronate kinase YgbK
ygbL	putative 3-oxo-tetronate 4-phosphate
ygbM	putative 2-oxo-tetronate isomerase YgbM
ygbN	putative transporter YgbN
ygcE	putative sugar kinase YgcE
ygcG	TPM domain-containing protein YgcG
ygcN	putative oxidoreductase with FAD/NAD(P)-binding
ygcO	putative 4Fe-4S cluster-containing protein
ygcP	putative anti-terminator regulatory protein
ygcQ	putative flavoprotein
ygcR	putative flavoprotein
ygcS	putative transporter YgcS
ygcU	putative FAD-containing dehydrogenase
ygcW	putative deoxygluconate dehydrogenase
ygdB	DUF2509 domain-containing protein YgdB
ygdD	DUF423 domain-containing inner membrane protein
ygdG	flap endonuclease
ygdI	DUF903 domain-containing lipoprotein YgdI
ygdQ	PF03741 family inner membrane protein YgdQ
ygdR	DUF903 domain-containing lipoprotein YgdR
ygdT	YgdT
ygeA	amino acid racemase YgeA
ygeG	TPR repeat-containing putative chaperone YgeG
ygeH	putative transcriptional regulator YgeH
ygeI	protein YgeI
ygeQ	putative lipoprotein YgeQ
ygeV	putative sigma(54)-dependent transcriptional
ygeW	putative carbamoyltransferase YgeW
ygeX	2,3-diaminopropionate ammonia-lyase
ygeY	putative peptidase YgeY
ygfB	PF03695 family protein YgfB
ygfF	putative oxidoreductase YgfF
ygfK	putative oxidoreductase, Fe-S subunit
ygfM	putative oxidoreductase
ygfS	putative electron transport protein YgfS
ygfT	putative oxidoreductase YgfT
ygfX	protein YgfX
ygfZ	folate-binding protein YgfZ
yggC	P-loop NTPase domain-containing protein YggC
yggE	DUF541 domain-containing protein YggE
yggF	fructose 1,6-bisphosphatase YggF
yggI	protein YggI
yggL	putative ribosome assembly factor YggL
yggM	DUF1202 domain-containing protein YggM
yggN	DUF2884 domain-containing protein YggN
yggP	putative zinc-binding dehydrogenase YggP
yggR	Type II/IV secretion system family protein
yggS	PLP homeostasis protein
yggT	uncharacterized protein YggT
yggU	DUF167 domain-containing protein YggU
yggX	putative Fe(2(+))-trafficking protein
yghA	NADP(+)-dependent aldehyde reductase
yghB	DedA family protein YghB
yghD	putative type II secretion system M-type protein
yghE	putative type II secretion system L-type protein
yghF	putative type II secretion system C-type protein
yghG	outer membrane pilotin
yghJ	putative mayloidogenic protein
yghO	putative DNA-binding transcriptional regulator
yghQ	putative transport protein YghQ
yghR	putative ATP-binding protein YghR
yghS	putative ATP-binding protein YghS
yghT	putative ATP-binding protein YghT
yghU	disulfide reductase/organic hydroperoxide
yghW	DUF2623 domain-containing protein YghW
ygiB	DUF1190 domain-containing protein YgiB
ygiC	peptide--spermidine ligase YgiC
ygiD	4,5-DOPA dioxygenase extradiol
ygiF	inorganic triphosphatase
ygiL	putative fimbrial protein YgiL
ygiM	putative signal transduction protein (SH3
ygiN	putative quinol monooxygenase YgiN
ygiQ	radical SAM superfamily protein YgiQ
ygiS	putative deoxycholate binding periplasmic
ygiV	DNA-binding transcriptional repressor YgiV
ygiW	BOF family protein YgiW
ygiZ	DUF2645 domain-containing inner membrane protein
ygjH	putative tRNA-binding protein YgjH
ygjI	putative transporter YgjI
ygjJ	protein YgjJ
ygjK	glycoside hydrolase
ygjP	putative metal-dependent hydrolase
ygjQ	DUF218 domain-containing protein YgjQ
ygjR	putative oxidoreductase YgjR
ygjV	inner membrane protein YgjV
yhaB	protein YhaB
yhaC	uncharacterized protein YhaC
yhaH	putative inner membrane protein
yhaI	putative inner membrane protein
yhaJ	DNA-binding transcriptional activator YhaJ
yhaK	bicupin-related protein
yhaL	uncharacterized protein YhaL
yhaV	ribosome-dependent mRNA interferase toxin YhaV
yhbE	putative transporter YhbE
yhbO	protein/nucleic acid deglycase 2
yhbP	putative FMN binding protein YhbP
yhbQ	DNA damage response nuclease YhbQ
yhbS	putative N-acetyltransferase YhbS
yhbW	putative luciferase-like monooxygenase YhbW
yhbX	putative hydrolase YhbX
yhbY	ribosome assembly factor YhbY
yhcA	putative fimbrial chaperone YhcA
yhcB	inner membrane protein YhcB
yhcC	radical SAM family oxidoreductase YhcC
yhcD	putative fimbrial usher protein YhcD
yhcE	putative uncharacterized protein YhcE
yhcF	DUF1120 domain-containing protein YhcF
yhcG	DUF1016 domain-containing protein YhcG
yhcN	DUF1471 domain-containing stress-induced protein
yhcO	putative barnase inhibitor
yhdE	nucleoside triphosphate pyrophosphatase YhdE
yhdH	acrylyl-CoA reductase
yhdJ	DNA adenine methyltransferase
yhdN	DUF1992 domain-containing protein YhdN
yhdP	phospholipid transport factor YhdP
yhdT	DUF997 domain-containing protein YhdT
yhdU	DUF2556 domain-containing protein YhdU
yhdV	lipoprotein YhdV
yhdX	putative ABC transporter membrane subunit YhdX
yhdY	putative ABC transporter membrane subunit YhdY
yhdZ	putative ABC transporter ATP-binding subunit
yheO	DNA-binding transcriptional regulator YheO
yheS	putative ATP-binding protein YheS
yheT	putative hydrolase YheT
yheU	PF06794 family protein YheU
yheV	DUF2387 domain-containing protein YheV
yhfA	OsmC family protein YhfA
yhfG	DUF2559 domain-containing protein YhfG
yhfK	putative transporter YhfK
yhfL	DUF4223 domain-containing lipoprotein YhfL
yhfS	putative aminotransferase YhfS
yhfT	uncharacterized protein YhfT
yhfU	DUF2620 domain-containing protein YhfU
yhfW	putative mutase YhfW
yhfX	putative PLP-binding protein YhfX
yhfY	PRD domain-containing protein YhfY
yhfZ	putative DNA-binding transcriptional regulator
yhgE	putative transport protein YhgE
yhgF	RNA-binding protein YhgF
yhgH	DNA utilization protein YhgH
yhgN	MarC family putative inner membrane protein
yhgO	protein YhgO
yhgP	protein YhgP
yhhA	DUF2756 domain-containing protein YhhA
yhhH	PF15631 family protein YhhH
yhhI	putative transposase
yhhJ	ABC transporter family protein YhhJ
yhhL	DUF1145 domain-containing protein YhhL
yhhM	DUF2500 domain-containing protein YhhM
yhhN	PF07947 family protein YhhN
yhhQ	queuosine precursor transporter
yhhS	putative transporter YhhS
yhhT	putative transporter YhhT
yhhW	quercetin 2,3-dioxygenase
yhhX	putative oxidoreductase YhhX
yhhY	N-acetyltransferase YhhY
yhhZ	putative endonuclease YhhZ
yhiD	inner membrane protein YhiD
yhiI	putative membrane fusion protein YhiI
yhiJ	DUF4049 domain-containing protein YhiJ
yhiM	inner membrane protein YhiM
yhiN	putative oxidoreductase YhiN
yhiS	putative uncharacterized protein YhiS
yhiY	protein YhiY
yhjB	putative DNA-binding transcriptional regulator
yhjD	putative transporter YhjD
yhjE	putative transporter YhjE
yhjG	AsmA family protein YhjG
yhjJ	peptidase M16 family protein YhjJ
yhjR	PF10945 family protein YhjR
yhjV	putative transporter YhjV
yhjX	putative transporter YhjX
yhjY	putative outer membrane protein YhjY
yiaA	PF05360 family inner membrane protein YiaA
yiaB	PF05360 family inner membrane protein YiaB
yiaC	peptidyl-lysine N-acetyltransferase YiaC
yiaD	PF13488 family lipoprotein YiaD
yiaF	DUF3053 domain-containing protein YiaF
yiaG	putative DNA-binding transcriptional regulator
yiaK	2,3-diketo-L-gulonate reductase
yiaL	DUF386 domain-containing protein YiaL
yiaM	2,3-diketo-L-gulonate:Na(+) symporter - membrane
yiaN	2,3-diketo-L-gulonate:Na(+) symporter - membrane
yiaO	2,3-diketo-L-gulonate:Na(+) symporter -
yiaT	outer membrane protein YiaT
yiaU	DNA-binding transcriptional activator YiaU
yiaV	putative membrane fusion protein YiaV
yiaW	DUF3302 domain-containing protein YiaW
yiaY	L-threonine dehydrogenase
yibA	putative lyase containing HEAT-repeat
yibF	glutathione transferase-like protein YibF
yibG	tetratricopeptide-like domain-containing protein
yibH	inner membrane protein YibH
yibI	DUF3302 domain-containing protein YibI
yibL	DUF2810 domain-containing protein YibL
yibN	putative sulfurtransferase YibN
yibQ	divergent polysaccharide deacetylase
yibT	protein YibT
yibV	PF15596 family protein YibV
yibX	protein YibX
yibX	protein YibX-S
yibY	protein YibY
yicC	putative RNase adaptor protein YicC
yicG	PF03458 family inner membrane protein YicG
yicH	AsmA family protein YicH
yicI	alpha-D-xyloside xylohydrolase
yicJ	putative xyloside transporter YicJ
yicL	putative transporter YicL
yicN	DUF1198 domain-containing protein YicN
yicR	RadC-like JAB domain-containing protein YicR
yicS	uncharacterized protein YicS
yicU	protein YicU
yidA	sugar phosphatase YidA
yidB	DUF937 domain-containing protein YidB
yidC	membrane protein insertase YidC
yidD	membrane protein insertion efficiency factor
yidE	putative transport protein YidE
yidF	uncharacterized protein YidF
yidG	inner membrane protein YidG
yidH	DUF202 domain-containing inner membrane protein
yidI	putative inner membrane protein YidI
yidJ	putative sulfatase/phosphatase YidJ
yidK	putative transporter YidK
yidL	putative DNA-binding transcriptional regulator
yidP	putative DNA-binding transcriptional regulator
yidQ	DUF1375 domain-containing putative lipoprotein
yidR	DUF3748 domain-containing galacturonate
yidX	putative lipoprotein YidX
yidZ	DNA-binding transcriptional dual regulator YidZ
yieE	putative phosphopantetheinyl transferase
yieF	quinone reductase
yieH	6-phosphogluconate phosphatase
yieK	putative glucosamine-6-phosphate deaminase YieK
yieL	putative hydrolase YieL
yieP	DNA-binding transcriptional dual regulator YieP
yifB	putative magnesium chelatase YifB
yigA	DUF484 domain-containing protein YigA
yigB	5-amino-6-(5-phospho-D-ribitylamino)uracil
yigE	DUF2233 domain-containing protein YigE
yigF	DUF2628 domain-containing protein YigF
yigG	inner membrane protein YigG
yigI	acyl-CoA thioesterase YigI
yigL	phosphosugar phosphatase YigL
yigZ	IMPACT family member YigZ
yihA	GTP-binding protein YihA
yihD	DUF1040 domain-containing protein YihD
yihF	DUF945 domain-containing protein YihF
yihG	1-acylglycerol-3-phosphate O-acyltransferase
yihI	Der GTPase-activating protein YihI
yihL	putative DNA-binding transcriptional regulator
yihM	putative TIM barrel domain-containing protein
yihN	putative transporter YihN
yihO	putative sulfoquinovose transporter
yihP	putative 2,3-dihydroxypropane-1-sulfonate export
yihQ	sulfoquinovosidase
yihR	putative sulfoquinovose mutarotase YihR
yihS	sulfoquinovose isomerase
yihT	6-deoxy-6-sulfofructose-1-phosphate aldolase
yihU	3-sulfolactaldehyde reductase
yihV	6-deoxy-6-sulfofructose kinase
yihX	alpha-D-glucose-1-phosphate phosphatase YihX
yihY	PF03631 family membrane protein YihY
yiiE	putative DNA-binding transcriptional regulator
yiiF	protein YiiF
yiiG	DUF3829 domain-containing lipoprotein YiiG
yiiM	6-hydroxyaminopurine reductase
yiiQ	DUF1454 domain-containing protein YiiQ
yiiR	DUF805 domain-containing protein YiiR
yiiS	DUF406 domain-containing protein YiiS
yiiX	putative lipid-binding hydrolase YiiX
yijD	DUF1422 domain-containing inner membrane protein
yijE	cystine exporter
yijF	DUF1287 domain-containing protein YijF
yijO	putative DNA-binding transcriptional regulator
yjaA	stress response protein
yjaB	peptidyl-lysine N-acetyltransferase YjaB
yjaG	DUF416 domain-containing protein YjaG
yjaH	DUF1481 domain-containing protein YjaH
yjaZ	protein YjaZ
yjbB	putative inorganic phosphate export protein
yjbD	DUF3811 domain-containing protein YjbD
yjbE	uncharacterized protein YjbE
yjbF	lipoprotein YjbF
yjbG	capsule biosynthesis GfcC family protein YjbG
yjbH	putative lipoprotein YjbH
yjbJ	putative stress response protein YjbJ
yjbL	uncharacterized protein YjbL
yjbM	DUF2713 domain-containing protein YjbM
yjbQ	PF01894 family protein YjbQ
yjbR	PF04237 family protein YjbR
yjbS	uncharacterized protein YjbS
yjbT	PF17089 family protein YjbT
yjcB	uncharacterized protein YjcB
yjcE	putative transporter YjcE
yjcF	pentapeptide repeat-containing protein YjcF
yjcH	DUF485 domain-containing inner membrane protein
yjcO	Sel1 repeat-containing protein YjcO
yjcS	linear primary-alkylsulfatase
yjdF	DUF2238 domain-containing inner membrane protein
yjdI	PF06902 family protein YjdI
yjdJ	putative N-acetyltransferase YjdJ
yjdM	zinc ribbon domain-containing protein YjdM
yjdN	PF06983 family protein YjdN
yjdP	protein YjdP
yjeH	L-methionine/branched chain amino acid exporter
yjeI	DUF4156 domain-containing lipoprotein YjeI
yjeJ	protein YjeJ
yjeM	putative transporter YjeM
yjeN	uncharacterized protein YjeN
yjeO	DUF2645 domain-containing inner membrane protein
yjeT	DUF2065 domain-containing protein YjeT
yjeV	uncharacterized protein YjeV
yjfC	peptide--spermidine ligase YjfC
yjfF	galactofuranose ABC transporter putative
yjfI	DUF2170 domain-containing protein YjfI
yjfJ	PspA family protein YjfJ
yjfK	DUF2491 domain-containing protein YjfK
yjfL	DUF350 domain-containing inner membrane protein
yjfM	DUF1190 domain-containing protein YjfM
yjfN	protease activator YjfN
yjfP	carboxylesterase
yjfY	DUF1471 domain-containing protein YjfY
yjfZ	DUF2686 domain-containing protein YjfZ
yjgA	putative ribosome biogenesis factor YjgA
yjgH	RutC family protein YjgH
yjgL	protein YjgL
yjgM	putative N-acetyltransferase YjgM
yjgN	inner membrane protein YjgN
yjgR	DUF853 domain-containing protein YjgR
yjgZ	uncharacterized protein YjgZ
yjhF	putative transporter YjhF
yjhG	D-xylonate dehydratase
yjhH	putative 2-dehydro-3-deoxy-D-pentonate aldolase
yjhI	putative DNA-binding transcriptional regulator
yjhP	putative methyltransferase YjhP
yjhQ	putative acetyltransferase TopAI antitoxin YjhQ
yjhU	putative DNA-binding transcriptional regulator
yjiA	P-loop guanosine triphosphatase YjiA
yjiC	DUF2686 domain-containing protein YjiC
yjiG	Gate family protein YjiG
yjiH	uncharacterized protein YjiH
yjiJ	putative transporter YjiJ
yjiK	PF06977 family protein YjiK
yjiL	putative ATPase, activator of
yjiM	putative dehydratase subunit
yjiN	DUF445 domain-containing protein YjiN
yjiR	fused putative DNA-binding transcriptional
yjiS	DUF1127 domain-containing protein YjiS
yjiT	putative uncharacterized protein YjiT
yjiX	PF04328 family protein YjiX
yjjA	DUF2501 domain-containing protein YjjA
yjjB	putative succinate exporter YjjB
yjjG	pyrimidine 5'-nucleotidase YjjG
yjjI	DUF3029 domain-containing protein YjjI
yjjP	putative succinate exporter YjjP
yjjQ	DNA-binding transcriptional repressor YjjQ
yjjU	putative patatin-like phospholipase YjjU
yjjV	putative metal-dependent hydrolase YjjV
yjjW	putative glycyl-radical enzyme activating enzyme
yjjX	inosine/xanthosine triphosphatase
yjjY	uncharacterized protein YjjY
yjjZ	DUF1435 domain-containing protein YjjZ
yjtD	putative tRNA/rRNA methyltransferase YjtD
ykfA	putative GTP-binding protein YkfA
ykfB	protein YkfB
ykfC	PF00078 domain-containing protein YkfC
ykfF	protein YkfF
ykfG	RadC-like JAB domain-containing protein YkfG
ykfH	DUF987 domain-containing protein YkfH
ykfI	toxin of the YkfI-YafW toxin-antitoxin system
ykfM	uncharacterized protein YkfM
ykfO	protein YkfO
ykgE	putative lactate utilization oxidoreductase
ykgF	putative amino acid dehydrogenase with
ykgG	DUF162 domain-containing lactate utilization
ykgH	uncharacterized protein YkgH
ykgJ	putative metal-chelating domain-containing
ykgL	uncharacterized protein YkgL
ykgM	50S ribosomal subunit protein L31B
ykgO	50S ribosomal subunit protein L36B
ykgR	putative membrane protein YkgR
ykgS	protein YkgS
ykgV	protein YkgV
ykiC	protein YkiC
ykiD	protein YkiD
ykiE	protein YkiE
ylaC	putative inner membrane protein
