Gene	Product	Virulence?
mhpF	acetaldehyde dehydrogenase (acetylating) MhpF	No
mhpR	DNA-binding transcriptional activator MhpR	No
mhpT	3-hydroxyphenylpropionate/3-	No
miaA	tRNA dimethylallyltransferase	No
miaB	isopentenyl-adenosine A37 tRNA methylthiolase	No
micA	small regulatory RNA MicA	No
micC	small regulatory RNA MicC	No
micF	small regulatory RNA MicF	No
micL	small regulatory RNA MicL	No
minC	Z-ring positioning protein MinC	No
minD	Z-ring positioning protein MinD	No
minE	Z-ring positioning protein MinE	No
mioC	flavoprotein MioC	No
mipA	MltA-interacting protein	No
mlaA	intermembrane phospholipid transport system -	No
mlaB	intermembrane phospholipid transport system	No
mlaC	intermembrane phospholipid transport system -	No
mlaD	intermembrane phospholipid transport system,	No
mlaE	intermembrane phospholipid transport system,	No
mlaF	intermembrane phospholipid transport system, ATP	No
mlc	DNA-binding transcriptional repressor Mlc	No
mliC	inhibitor of c-type lysozyme, putative	No
mlrA	DNA-binding transcriptional activator MlrA	No
mltA	membrane-bound lytic murein transglycosylase A	No
mltB	membrane-bound lytic murein transglycosylase B	No
mltC	membrane-bound lytic murein transglycosylase C	No
mltD	membrane-bound lytic murein transglycosylase D	No
mltF	membrane-bound lytic murein transglycosylase F	No
mltG	endolytic murein transglycosylase	No
mmuM	homocysteine S-methyltransferase	No
mmuP	S-methyl-L-methionine transporter	No
mnaT	L-amino acid N-acyltransferase	No
mngA	2-O-alpha-mannosyl-D-glycerate specific PTS	No
mngB	alpha-mannosidase	No
mngR	DNA-binding transcriptional repressor MngR	No
mnmA	tRNA-specific 2-thiouridylase	No
mnmC	fused tRNA 5-aminomethyl-2-thiouridylate	No
mnmE	5-carboxymethylaminomethyluridine-tRNA synthase	No
mnmG	5-carboxymethylaminomethyluridine-tRNA synthase	No
mntH	Mn(2(+)):H(+) symporter	No
mntP	Mn(2(+)) exporter	No
mntR	DNA-binding transcriptional dual regulator MntR	No
mntS	small protein MntS	No
moaA	GTP 3',8'-cyclase	No
moaB	protein MoaB	No
moaC	cyclic pyranopterin monophosphate synthase	No
moaD	molybdopterin synthase sulfur carrier subunit	No
moaE	molybdopterin synthase catalytic subunit	No
mobA	molybdenum cofactor guanylyltransferase	No
mobB	molybdopterin-guanine dinucleotide biosynthesis	No
mocA	molybdenum cofactor cytidylyltransferase	No
modA	molybdate ABC transporter periplasmic binding	No
modB	molybdate ABC transporter membrane subunit	No
modC	molybdate ABC transporter ATP binding subunit	No
modE	DNA-binding transcriptional dual regulator ModE	No
modF	ABC family protein ModF	No
moeA	molybdopterin molybdotransferase	No
moeB	molybdopterin-synthase adenylyltransferase	No
mog	molybdopterin adenylyltransferase	No
mokB	putative regulatory protein MokB	No
mokC	regulatory protein MokC	No
motA	motility protein A	No
motB	motility protein B	No
motR	small RNA MotR	No
mpaA	murein tripeptide amidase A	No
mpl	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-	No
mppA	murein tripeptide ABC transporter periplasmic	No
mprA	DNA-binding transcriptional regulator MprA	No
mqo	malate:quinone oxidoreductase	No
mqsA	antitoxin of the MqsRA TA system/DNA-binding	Yes
mqsR	mRNA interferase toxin MqsR	Yes
mraY	phospho-N-acetylmuramoyl-pentapeptide-	No
mraZ	DNA-binding transcriptional repressor MraZ	No
mrcA	peptidoglycan glycosyltransferase/peptidoglycan	No
mrcB	PBP-1Bgamma	No
mrcB	peptidoglycan glycosyltransferase/peptidoglycan	No
mrdA	peptidoglycan DD-transpeptidase MrdA	No
mrdB	peptidoglycan glycosyltransferase MrdB	No
mreB	dynamic cytoskeletal protein MreB	No
mreC	cell shape determining protein MreC	No
mreD	cell shape determining protein MreD	No
mrp	P-loop NTPase family protein Mrp	No
mrr	Type IV methyl-directed restriction enzyme	No
msbA	ATP-binding lipopolysaccharide transport	No
mscK	potassium dependent, small conductance	No
mscL	large conductance mechanosensitive channel	No
mscM	miniconductance mechanosensitive channel MscM	No
mscS	small conductance mechanosensitive channel MscS	No
msrA	methionine sulfoxide reductase A	No
msrB	methionine sulfoxide reductase B	No
msrC	free methionine-(R)-sulfoxide reductase	No
msrP	protein-L-methionine sulfoxide reductase	No
msrQ	membrane-bound flavocytochrome MsrQ	No
msyB	acidic protein MsyB	No
mtfA	Mlc titration factor	No
mtgA	peptidoglycan glycosyltransferase MtgA	No
mtlA	mannitol-specific PTS enzyme IICBA component	No
mtlD	mannitol-1-phosphate 5-dehydrogenase	No
mtlR	transcriptional repressor MtlR	No
mtn	5'-methylthioadenosine/S-adenosylhomocysteine	No
mtr	tryptophan:H(+) symporter Mtr	No
mug	stationary phase mismatch/uracil DNA	No
mukB	chromosome partitioning protein MukB	No
mukE	chromosome partitioning protein MukE	No
mukF	chromosome partitioning protein MukF	No
murA	UDP-N-acetylglucosamine	No
murB	UDP-N-acetylenolpyruvoylglucosamine reductase	No
murC	UDP-N-acetylmuramate--L-alanine ligase	No
murD	UDP-N-acetylmuramoyl-L-alanine--D-glutamate	No
murE	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,	No
murF	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-	No
murG	N-acetylglucosaminyl transferase	No
murI	glutamate racemase	No
murJ	lipid II flippase MurJ	No
murP	N-acetylmuramic acid-specific PTS enzyme IICB	No
murQ	N-acetylmuramic acid 6-phosphate etherase	No
murR	DNA-binding transcriptional dual regulator MurR	No
mutH	DNA mismatch repair protein MutH	No
mutL	DNA mismatch repair protein MutL	No
mutM	DNA-formamidopyrimidine glycosylase	No
mutS	DNA mismatch repair protein MutS	No
mutT	8-oxo-dGTP diphosphatase	No
mutY	adenine DNA glycosylase	No
mzrA	modulator protein MzrA	No
nac	DNA-binding transcriptional dual regulator Nac	No
nadA	quinolinate synthase	No
nadB	L-aspartate oxidase	No
nadC	quinolinate phosphoribosyltransferase	No
nadD	nicotinate-nucleotide adenylyltransferase	No
nadE	NH3-dependent NAD(+) synthetase	No
nadK	NAD kinase	No
nadR	DNA-binding transcriptional repressor/NMN	No
nagA	N-acetylglucosamine-6-phosphate deacetylase	No
nagB	glucosamine-6-phosphate deaminase	No
nagC	DNA-binding transcriptional dual regulator NagC	No
nagE	N-acetylglucosamine-specific PTS enzyme IIABC	No
nagK	N-acetyl-D-glucosamine kinase	No
nagZ	beta-N-acetylglucosaminidase	No
nanA	N-acetylneuraminate lyase	No
nanC	N-acetylneuraminate outer membrane channel	No
nanE	putative N-acetylmannosamine-6-phosphate	No
nanK	N-acetylmannosamine kinase	No
nanM	N-acetylneuraminate mutarotase	No
nanQ	N-acetylneuraminate anomerase	No
nanR	DNA-binding transcriptional dual regulator NanR	No
nanS	N-acetyl-9-O-acetylneuraminate esterase	No
nanT	N-acetylneuraminate:H(+) symporter	No
nanX	2,7-anhydro-N-acetylneuraminate transporter	No
nanY	2,7-anhydro-N-acetylneuraminate hydratase	No
napA	periplasmic nitrate reductase subunit NapA	No
napB	periplasmic nitrate reductase cytochrome c550	No
napC	periplasmic nitrate reductase cytochrome c	No
napD	NapA signal peptide-binding chaperone NapD	No
napF	ferredoxin-type protein	No
napG	ferredoxin-type protein NapG	No
napH	ferredoxin-type protein NapH	No
narG	nitrate reductase A subunit alpha	No
narH	nitrate reductase A subunit beta	No
narI	nitrate reductase A subunit gamma	No
narJ	nitrate reductase 1 molybdenum cofactor assembly	No
narK	nitrate:nitrite antiporter NarK	No
narL	DNA-binding transcriptional dual regulator NarL	No
narP	DNA-binding transcriptional dual regulator NarP	No
narQ	sensor histidine kinase NarQ	No
narS	putative small regulatory RNA NarS	No
narU	nitrate/nitrite transporter NarU	No
narV	nitrate reductase Z subunit gamma	No
narW	NarW, putative private chaperone for NarZ	No
narX	sensor histidine kinase NarX	No
narY	nitrate reductase Z subunit beta	No
narZ	nitrate reductase Z subunit alpha	No
ndh	NADH:quinone oxidoreductase II	No
ndk	nucleoside diphosphate kinase	No
nei	endonuclease VIII	No
nemA	N-ethylmaleimide reductase	No
nemR	DNA-binding transcriptional repressor NemR	No
nepI	purine ribonucleoside exporter	No
nfeF	NADPH-dependent Fe(3(+))-chelate reductase	No
nfeR	DNA-binding transcriptional repressor NfeR	No
nfi	endonuclease V	No
nfo	endonuclease IV	No
nfrA	exopolysaccharide secretion system outer	No
nfrB	cyclic di-3',5'-guanylate-activated	No
nfsA	NADPH-dependent nitro/quinone reductase NfsA	No
nfsB	NAD(P)H-dependent nitroreductase NfsB	No
nfuA	iron-sulfur cluster carrier protein NfuA	No
nhaA	Na(+):H(+) antiporter NhaA	No
nhaB	Na(+):H(+) antiporter NhaB	No
nhaR	DNA-binding transcriptional activator NhaR	No
nhoA	arylamine N-acetyltransferase	No
nikA	Ni(2(+)) ABC transporter periplasmic binding	No
nikB	Ni(2(+)) ABC transporter membrane subunit NikB	No
nikC	Ni(2(+)) ABC transporter membrane subunit NikC	No
nikD	Ni(2(+)) ABC transporter ATP binding subunit	No
nikE	Ni(2(+)) ABC transporter ATP binding subunit	No
nikR	DNA-binding transcriptional repressor NikR	No
nimR	DNA-binding transcriptional repressor NimR	No
nimT	2-nitroimidazole exporter	No
ninE	NinE family prophage protein	No
nirB	nitrite reductase (NADH) large subunit	No
nirC	nitrite transporter NirC	No
nirD	nitrite reductase (NADH) small subunit	No
nlpA	lipoprotein-28	No
nlpC	NlpC/P60 family lipoprotein NlpC	No
nlpD	murein hydrolase activator NlpD	No
nlpE	sensor lipoprotein NlpE	No
nlpI	lipoprotein NlpI	No
nmpC	DLP12 prophage; putative outer membrane porin	No
nnr	NAD(P)HX epimerase/NAD(P)HX dehydratase	No
nohA	putative prophage DNA-packaging protein NohA	No
nohD	putative DNA-packaging protein NohD	No
norR	DNA-binding transcriptional dual regulator NorR	No
norV	anaerobic nitric oxide reductase	No
norW	NADH:flavorubredoxin reductase	No
npr	phosphorelay protein NPr	No
nrdA	ribonucleoside-diphosphate reductase 1 subunit	No
nrdB	ribonucleoside-diphosphate reductase 1 subunit	No
nrdD	anaerobic ribonucleoside-triphosphate reductase	No
nrdE	ribonucleoside-diphosphate reductase 2 subunit	No
nrdF	ribonucleoside-diphosphate reductase 2 subunit	No
nrdG	anaerobic ribonucleoside-triphosphate reductase	No
nrdH	glutaredoxin-like protein NrdH	No
nrdI	dimanganese-tyrosyl radical cofactor maintenance	No
nrdR	NrdR transcriptional repressor	No
nrfA	cytochrome c552 nitrite reductase	No
nrfB	periplasmic nitrite reductase penta-heme c-type	No
nrfC	putative menaquinol-cytochrome c reductase	No
nrfD	putative menaquinol-cytochrome c reductase	No
nrfE	putative cytochrome c-type biogenesis protein	No
nrfF	putative formate-dependent nitrite reductase	No
nrfG	putative formate-dependent nitrite reductase	No
nsrR	DNA-binding transcriptional regulator NsrR	No
nth	endonuclease III	No
nudB	dihydroneopterin triphosphate diphosphatase	No
nudC	RNA decapping hydrolase	No
nudE	ADP-sugar diphosphatase NudE	No
nudF	ADP-sugar pyrophosphatase	No
nudG	5-hydroxy-CTP diphosphatase	No
nudI	pyrimidine deoxynucleotide diphosphatase NudI	No
nudJ	phosphatase NudJ	No
nudK	GDP-mannose hydrolase	No
nudL	putative NUDIX hydrolase with low	No
nuoA	NADH:quinone oxidoreductase subunit A	No
nuoB	NADH:quinone oxidoreductase subunit B	No
nuoC	NADH:quinone oxidoreductase subunit CD	No
nuoE	NADH:quinone oxidoreductase subunit E	No
nuoF	NADH:quinone oxidoreductase subunit F	No
nuoG	NADH:quinone oxidoreductase subunit G	No
nuoH	NADH:quinone oxidoreductase subunit H	No
nuoI	NADH:quinone oxidoreductase subunit I	No
nuoJ	NADH:quinone oxidoreductase subunit J	No
nuoK	NADH:quinone oxidoreductase subunit K	No
nuoL	NADH:quinone oxidoreductase subunit L	No
nuoM	NADH:quinone oxidoreductase subunit M	No
nuoN	NADH:quinone oxidoreductase subunit N	No
nupC	nucleoside:H(+) symporter NupC	No
nupG	nucleoside:H(+) symporter NupG	No
nupX	putative nucleoside transporter	No
nusA	transcription termination/antitermination	No
nusB	transcription antitermination protein NusB	No
nusG	transcription termination/antitermination factor	No
obgE	GTPase ObgE	No
ogrK	prophage P2 late control protein OgrK	No
ogt	methylated-DNA--[protein]-cysteine	No
ohsC	small regulatory RNA OhsC	No
ompA	outer membrane protein A	No
ompC	outer membrane porin C	No
ompF	outer membrane porin F	No
ompG	outer membrane porin G	No
ompL	putative outer membrane porin L	No
ompN	outer membrane porin N	No
ompR	DNA-binding transcriptional dual regulator OmpR	No
ompT	omptin family outer membrane protease OmpT	No
ompW	outer membrane protein W	No
ompX	outer membrane protein X	No
omrA	small regulatory RNA OmrA	No
omrB	small regulatory RNA OmrB	No
opgB	phosphoglycerol transferase I	No
opgC	osmoregulated periplasmic glucans (OPG)	No
opgD	glucans biosynthesis protein D	No
opgE	phosphoethanolamine transferase OpgE	No
opgG	osmoregulated periplasmic glucans biosynthesis	No
opgH	osmoregulated periplasmic glucans biosynthesis	No
oppA	oligopeptide ABC transporter periplasmic binding	No
oppB	murein tripeptide ABC transporter/oligopeptide	No
oppC	murein tripeptide ABC transporter/oligopeptide	No
oppD	murein tripeptide ABC transporter/oligopeptide	No
oppF	murein tripeptide ABC transporter/oligopeptide	No
orn	oligoribonuclease	No
ortT	orphan toxin OrtT	Yes
osmB	osmotically-inducible lipoprotein OsmB	No
osmC	osmotically inducible peroxiredoxin OsmC	No
osmE	osmotically-inducible lipoprotein OsmE	No
osmF	glycine betaine ABC transporter periplasmic	No
osmY	osmotically inducible protein Y	No
otsA	trehalose-6-phosphate synthase	No
otsB	trehalose-6-phosphate phosphatase	No
oxc	oxalyl-CoA decarboxylase	No
oxyR	DNA-binding transcriptional dual regulator OxyR	No
oxyS	small regulatory RNA OxyS	No
paaA	phenylacetyl-CoA 1,2-epoxidase, monooxygenase	No
paaB	phenylacetyl-CoA 1,2-epoxidase subunit B	No
paaC	phenylacetyl-CoA 1,2-epoxidase, structural	No
paaD	phenylacetate degradation protein	No
paaE	phenylacetyl-CoA 1,2-epoxidase, reductase	No
paaF	putative 2,3-dehydroadipyl-CoA hydratase	No
paaG	putative ring 1,2-epoxyphenylacetyl-CoA	No
paaH	3-hydroxyadipyl-CoA dehydrogenase	No
paaI	phenylacetyl-CoA thioesterase	No
paaJ	beta-ketoadipyl-CoA thiolase	No
paaK	phenylacetate-CoA ligase	No
paaX	DNA-binding transcriptional repressor PaaX	No
paaY	2-hydroxycyclohepta-1,4,6-triene-1-carboxyl-CoA	No
paaZ	fused 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde	No
pabA	aminodeoxychorismate synthase subunit 2	No
pabB	aminodeoxychorismate synthase subunit 1	No
pabC	aminodeoxychorismate lyase	No
paeA	putative cadaverine/putrescine exporter	No
pagP	Lipid A palmitoyltransferase	No
pal	peptidoglycan-associated outer membrane	No
panB	3-methyl-2-oxobutanoate	No
panC	pantothenate synthetase	No
panD	aspartate 1-decarboxylase proenzyme	No
panE	2-dehydropantoate 2-reductase	No
panF	pantothenate:Na(+) symporter	No
panZ	PanD maturation factor	No
paoA	aldehyde dehydrogenase, Fe-S subunit	No
paoB	aldehyde dehydrogenase, FAD-binding Fe-S	No
paoC	aldehyde dehydrogenase, molybdenum	No
paoD	molybdenum cofactor insertion chaperone PaoD	No
parC	DNA topoisomerase IV subunit A	No
parE	DNA topoisomerase IV subunit B	No
patA	putrescine aminotransferase	No
patD	gamma-aminobutyraldehyde dehydrogenase	No
patZ	peptidyl-lysine N-acetyltransferase	No
pbpC	peptidoglycan glycosyltransferase PbpC	No
pbpG	peptidoglycan DD-endopeptidase PbpG	No
pck	phosphoenolpyruvate carboxykinase (ATP)	No
pcm	protein-L-isoaspartate O-methyltransferase	No
pcnB	poly(A) polymerase I	No
pdeA	putative cyclic di-GMP phosphodiesterase PdeA	No
pdeB	cyclic di-GMP phosphodiesterase PdeB	No
pdeC	cyclic di-GMP phosphodiesterase PdeC	No
pdeD	putative cyclic di-GMP phosphodiesterase PdeD	No
pdeF	cyclic di-GMP phosphodiesterase PdeF	No
pdeG	putative cyclic di-GMP phosphodiesterase PdeG	No
pdeH	cyclic di-GMP phosphodiesterase PdeH	No
pdeI	putative cyclic di-GMP phosphodiesterase PdeI	No
pdeK	c-di-GMP phosphodiesterase PdeK	No
pdeL	DNA-binding transcriptional regulator/c-di-GMP	No
pdeN	putative c-di-GMP phosphodiesterase PdeN	No
pdeR	cyclic di-GMP phosphodiesterase PdeR	No
pdhR	DNA-binding transcriptional dual regulator PdhR	No
pdxA	4-hydroxythreonine-4-phosphate dehydrogenase	No
pdxB	erythronate-4-phosphate dehydrogenase	No
pdxH	pyridoxine/pyridoxamine 5'-phosphate oxidase	No
pdxI	pyridoxal reductase	No
pdxJ	pyridoxine 5'-phosphate synthase	No
pdxK	pyridoxine/pyridoxal/pyridoxamine kinase	No
pdxY	pyridoxal kinase 2	No
pepA	aminopeptidase A/I	No
pepB	aminopeptidase B	No
pepD	peptidase D	No
pepE	peptidase E	No
pepN	aminopeptidase N	No
pepP	Xaa-Pro aminopeptidase	No
pepQ	Xaa-Pro dipeptidase	No
pepT	peptidase T	No
perR	putative transcriptional regulator PerR	No
pfkA	6-phosphofructokinase 1	No
pfkB	6-phosphofructokinase 2	No
pflA	pyruvate formate-lyase activating enzyme	No
pflB	pyruvate formate-lyase	No
pflC	putative pyruvate formate-lyase 2 activating	No
pflD	putative formate acetyltransferase 2	No
pgaA	partially deacetylated	No
pgaB	poly-beta-1,6-N-acetyl-D-glucosamine	No
pgaC	poly-N-acetyl-D-glucosamine synthase subunit	No
pgaD	poly-N-acetyl-D-glucosamine synthase subunit	No
pgi	glucose-6-phosphate isomerase	No
pgk	phosphoglycerate kinase	No
pgl	6-phosphogluconolactonase	No
pgm	phosphoglucomutase	No
pgpA	phosphatidylglycerophosphatase A	No
pgpB	phosphatidylglycerophosphatase B	No
pgpC	phosphatidylglycerophosphatase C	No
pgrR	DNA-binding transcriptional repressor PgrR	No
pgsA	CDP-diacylglycerol--glycerol-3-phosphate	No
pheA	fused chorismate mutase/prephenate dehydratase	No
pheL	phe operon leader peptide	No
pheM	pheST-ihfA operon leader peptide	No
pheP	phenylalanine:H(+) symporter PheP	No
pheS	phenylalanine--tRNA ligase	No
pheT	phenylalanine--tRNA ligase subunit beta	No
pheU	tRNA-Phe	No
pheV	tRNA-Phe	No
phnC	phosphonate/phosphate ABC transporter ATP	No
phnD	phosphonate/phosphate ABC transporter	No
phnE1	phosphonate/phosphate ABC transporter membrane	No
phnF	putative transcriptional regulator PhnF	No
phnG	carbon-phosphorus lyase core complex subunit	No
phnH	carbon-phosphorus lyase core complex subunit	No
phnI	carbon-phosphorus lyase core complex subunit	No
phnJ	carbon-phosphorus lyase core complex subunit	No
phnK	carbon-phosphorus lyase ATP-binding protein	No
phnL	carbon-phosphorus lyase ATP-binding protein	No
phnM	RPnTP hydrolase	No
phnN	ribose 1,5-bisphosphate phosphokinase	No
phnO	aminoalkylphosphonate N-acetyltransferase	No
phnP	5-phospho-alpha-D-ribosyl 1,2-cyclic phosphate	No
phoA	alkaline phosphatase	No
phoB	DNA-binding transcriptional dual regulator PhoB	No
phoE	outer membrane porin PhoE	No
phoH	ATP-binding protein PhoH	No
phoP	DNA-binding transcriptional dual regulator PhoP	No
phoQ	sensor histidine kinase PhoQ	No
phoR	sensor histidine kinase PhoR	No
phoU	negative regulator of the pho regulon	No
php	putative hydrolase	No
phr	deoxyribodipyrimidine photolyase	No
pinE	site-specific DNA recombinase	No
pinQ	putative recombinase PinQ	No
pinR	putative site-specific recombinase	No
pitA	metal phosphate:H(+) symporter PitA	No
pitB	metal phosphate:H(+) symporter PitB	No
plaP	putrescine:H(+) symporter PlaP	No
plaR	DNA-binding transcriptional repressor PlaR	No
pldA	outer membrane phospholipase A	No
pldB	lysophospholipase L2	No
pliG	inhibitor of g-type lysozyme	No
plsB	glycerol-3-phosphate 1-O-acyltransferase	No
plsC	1-acylglycerol-3-phosphate O-acyltransferase	No
plsX	putative phosphate acyltransferase	No
plsY	putative glycerol-3-phosphate acyltransferase	No
pmrD	signal transduction protein PmrD	No
pmrR	small regulatory membrane protein PmrR	No
pncA	nicotinamidase	No
pncB	nicotinate phosphoribosyltransferase	No
